"latitude";"longitude";"unixtime";"velocidad";"file_name"
41.908769;12.494733;12:28:05;40;28
41.916676;12.493929;12:28:05;27;75
41.894915;12.484245;12:28:06;40;253
41.907234;12.490070;12:28:06;0;43
41.896733;12.500719;12:28:07;22;186
41.887003;12.490607;12:28:07;33;294
41.908194;12.493563;12:28:07;3;76
41.897392;12.481890;12:28:08;46;226
41.902924;12.496251;12:28:08;1;31
41.894584;12.484730;12:28:08;36;367
41.901145;12.500945;12:28:09;4;106
41.910506;12.491129;12:28:09;21;119
41.907475;12.490782;12:28:09;0;237
41.904159;12.494494;12:28:09;0;242
41.907788;12.491458;12:28:09;0;81
41.903111;12.496185;12:28:10;0;115
41.909315;12.498422;12:28:10;56;152
41.903828;12.484481;12:28:10;0;163
41.903826;12.486606;12:28:10;23;198
41.903552;12.488190;12:28:10;0;24
41.907068;12.498892;12:28:10;6;48
41.910879;12.498377;12:28:11;0;194
41.901728;12.498080;12:28:11;0;241
41.908723;12.493495;12:28:11;0;301
41.897140;12.498219;12:28:12;3;113
41.903411;12.488151;12:28:12;0;124
41.902862;12.481074;12:28:12;0;169
41.900421;12.480622;12:28:12;1;200
41.900771;12.493257;12:28:12;0;211
41.893749;12.505668;12:28:12;20;270
41.897633;12.490489;12:28:12;31;88
41.897088;12.483850;12:28:16;0;109
41.906758;12.509490;12:28:16;0;126
41.917825;12.491447;12:28:16;0;138
41.894777;12.481035;12:28:16;22;21
41.910903;12.498601;12:28:16;10;215
41.907876;12.495644;12:28:16;34;28
41.887575;12.491245;12:28:16;31;294
41.904926;12.492413;12:28:16;2;303
41.907595;12.490481;12:28:16;0;320
41.905423;12.515323;12:28:16;2;339
41.917949;12.484500;12:28:16;0;42
41.907234;12.490070;12:28:16;0;43
41.915928;12.494104;12:28:16;10;75
41.914222;12.515288;12:28:16;42;97
41.897027;12.500085;12:28:17;18;186
41.894225;12.485407;12:28:17;40;253
41.916503;12.511751;12:28:17;2;47
41.898515;12.481523;12:28:18;26;226
41.902941;12.496291;12:28:18;0;31
41.894006;12.485678;12:28:18;48;367
41.907788;12.491458;12:28:18;0;81
41.910141;12.490608;12:28:19;25;119
41.908063;12.498680;12:28:19;7;152
41.907475;12.490782;12:28:19;0;237
41.904159;12.494494;12:28:19;0;242
41.908283;12.493503;12:28:19;10;76
41.901051;12.500816;12:28:20;0;106
41.903111;12.496177;12:28:20;1;115
41.903233;12.486711;12:28:20;0;198
41.907168;12.498705;12:28:20;0;48
41.901728;12.498080;12:28:21;0;241
41.908723;12.493495;12:28:21;16;301
41.897207;12.498170;12:28:22;0;113
41.917828;12.491463;12:28:22;0;138
41.903843;12.484481;12:28:22;5;163
41.910879;12.498377;12:28:22;0;194
41.900380;12.480639;12:28:22;7;200
41.900771;12.493257;12:28:22;12;211
41.893362;12.505195;12:28:22;22;270
41.898316;12.491008;12:28:22;30;88
41.897088;12.483850;12:28:23;0;109
41.902862;12.481074;12:28:23;0;169
41.904926;12.492478;12:28:23;4;303
41.916472;12.511723;12:28:23;0;47
41.903411;12.488151;12:28:24;0;124
41.914694;12.514337;12:28:24;44;97
41.906770;12.509497;12:28:25;1;126
41.894301;12.481283;12:28:25;12;21
41.910803;12.498894;12:28:25;2;215
41.907287;12.496333;12:28:25;29;28
41.907595;12.490478;12:28:25;0;320
41.905438;12.515398;12:28:25;11;339
41.917949;12.484500;12:28:25;0;42
41.907234;12.490070;12:28:25;0;43
41.915717;12.494218;12:28:25;6;75
41.893641;12.486353;12:28:26;29;253
41.903552;12.488190;12:28:27;0;24
41.897266;12.499486;12:28:28;14;186
41.899138;12.481210;12:28:28;56;226
41.888493;12.491606;12:28:28;52;294
41.893240;12.486930;12:28:28;28;367
41.908519;12.493456;12:28:28;18;76
41.901051;12.500816;12:28:29;4;106
41.909880;12.489839;12:28:29;5;119
41.907868;12.498710;12:28:29;8;152
41.907475;12.490771;12:28:29;0;237
41.902919;12.496310;12:28:29;1;31
41.907788;12.491458;12:28:29;0;81
41.903107;12.496137;12:28:30;0;115
41.903901;12.484342;12:28:30;18;163
41.910879;12.498377;12:28:30;0;194
41.903228;12.486693;12:28:30;18;198
41.910834;12.498893;12:28:30;18;215
41.903552;12.488190;12:28:30;0;24
41.904159;12.494494;12:28:30;0;242
41.909099;12.493472;12:28:30;18;301
41.907168;12.498705;12:28:30;15;48
41.901728;12.498080;12:28:31;19;241
41.897206;12.498190;12:28:32;2;113
41.903411;12.488151;12:28:32;0;124
41.917823;12.491454;12:28:32;0;138
41.900208;12.480702;12:28:32;17;200
41.893478;12.504464;12:28:32;36;270
41.898853;12.490271;12:28:32;18;88
41.900578;12.492859;12:28:33;49;211
41.904985;12.492588;12:28:33;20;303
41.916472;12.511723;12:28:33;4;47
41.897088;12.483850;12:28:34;4;109
41.902862;12.481074;12:28:34;0;169
41.907595;12.490478;12:28:34;0;320
41.905499;12.515730;12:28:34;34;339
41.917949;12.484500;12:28:34;0;42
41.915262;12.513054;12:28:34;28;97
41.906795;12.509508;12:28:35;0;126
41.894087;12.481582;12:28:35;18;21
41.910997;12.498685;12:28:35;18;215
41.906746;12.497013;12:28:35;4;28
41.907234;12.490070;12:28:35;21;43
41.915736;12.494431;12:28:35;27;75
41.893168;12.487122;12:28:36;39;253
41.889149;12.492688;12:28:36;29;294
41.897575;12.499373;12:28:37;18;186
41.908932;12.493348;12:28:37;19;76
41.900486;12.480609;12:28:38;9;226
41.907788;12.491458;12:28:38;0;81
41.901115;12.500711;12:28:39;3;106
41.909889;12.489641;12:28:39;0;119
41.907482;12.490748;12:28:39;0;237
41.902895;12.496262;12:28:39;0;31
41.904280;12.483990;12:28:40;24;163
41.910879;12.498377;12:28:40;0;194
41.904159;12.494494;12:28:40;0;242
41.909544;12.493279;12:28:40;20;301
41.903107;12.496108;12:28:41;0;115
41.902924;12.486130;12:28:41;0;198
41.903552;12.488190;12:28:41;0;24
41.892707;12.487950;12:28:41;0;367
41.892707;12.487950;12:28:41;25;367
41.907581;12.498674;12:28:41;30;48
41.907609;12.498792;12:28:42;26;152
41.899802;12.480923;12:28:42;11;200
41.899887;12.491699;12:28:42;28;211
41.894052;12.503533;12:28:42;31;270
41.897114;12.483987;12:28:43;36;109
41.897161;12.498254;12:28:43;1;113
41.917825;12.491473;12:28:43;0;138
41.902095;12.498673;12:28:43;23;241
41.904936;12.493266;12:28:43;18;303
41.916398;12.511632;12:28:43;19;47
41.899260;12.489835;12:28:43;0;88
41.903411;12.488151;12:28:44;0;124
41.902862;12.481074;12:28:44;0;169
41.910989;12.498142;12:28:44;16;215
41.907595;12.490478;12:28:44;0;320
41.906797;12.509482;12:28:45;0;126
41.893659;12.481788;12:28:45;41;21
41.906645;12.497107;12:28:45;0;28
41.904845;12.516643;12:28:45;21;339
41.892562;12.488226;12:28:45;37;367
41.917949;12.484500;12:28:45;0;42
41.907680;12.489696;12:28:45;32;43
41.892600;12.488191;12:28:46;3;253
41.889105;12.493681;12:28:46;4;294
41.916250;12.495164;12:28:46;48;75
41.915779;12.512141;12:28:46;19;97
41.897939;12.498992;12:28:47;14;186
41.909409;12.493174;12:28:47;26;76
41.900713;12.480528;12:28:48;17;226
41.909889;12.489641;12:28:49;0;119
41.907214;12.498449;12:28:49;60;152
41.907482;12.490748;12:28:49;0;237
41.904159;12.494494;12:28:49;0;242
41.902902;12.496248;12:28:49;0;31
41.901150;12.500595;12:28:50;6;106
41.903108;12.496095;12:28:50;0;115
41.904762;12.483483;12:28:50;16;163
41.910879;12.498377;12:28:50;0;194
41.908273;12.498583;12:28:50;23;48
41.907788;12.491458;12:28:50;0;81
41.897081;12.485215;12:28:53;8;109
41.897128;12.498298;12:28:53;0;113
41.903411;12.488151;12:28:53;0;124
41.917824;12.491462;12:28:53;0;138
41.902862;12.481074;12:28:53;0;169
41.902924;12.486130;12:28:53;0;198
41.899496;12.481028;12:28:53;4;200
41.899325;12.490949;12:28:53;31;211
41.903552;12.488190;12:28:53;0;24
41.902372;12.499369;12:28:53;18;241
41.894595;12.502637;12:28:53;28;270
41.910172;12.493049;12:28:53;40;301
41.904722;12.493813;12:28:53;0;303
41.916063;12.511152;12:28:53;41;47
41.899260;12.489835;12:28:53;0;88
41.910577;12.498126;12:28:54;0;215
41.907595;12.490478;12:28:54;0;320
41.917949;12.484500;12:28:54;0;42
41.916024;12.511744;12:28:54;1;97
41.906804;12.509458;12:28:55;0;126
41.892880;12.480883;12:28:55;31;21
41.904454;12.517141;12:28:55;37;339
41.892052;12.489297;12:28:55;31;367
41.908380;12.489170;12:28:55;18;43
41.917078;12.496115;12:28:55;30;75
41.892557;12.488274;12:28:56;18;253
41.889124;12.493821;12:28:56;0;294
41.910052;12.493020;12:28:57;21;76
41.901140;12.480406;12:28:58;12;226
41.906645;12.497107;12:28:58;0;28
41.902896;12.496224;12:28:58;1;31
41.909889;12.489641;12:28:59;0;119
41.906212;12.496941;12:28:59;27;152
41.907482;12.490748;12:28:59;0;237
41.904159;12.494494;12:28:59;0;242
41.907788;12.491458;12:28:59;0;81
41.901095;12.500396;12:29:00;1;106
41.903110;12.496119;12:29:00;1;115
41.904624;12.482977;12:29:00;7;163
41.910879;12.498377;12:29:00;0;194
41.902924;12.486130;12:29:00;0;198
41.910869;12.492875;12:29:00;14;301
41.898191;12.498413;12:29:01;10;186
41.902598;12.499752;12:29:01;12;241
41.908918;12.498515;12:29:01;24;48
41.897128;12.498298;12:29:02;0;113
41.903411;12.488151;12:29:02;1;124
41.899388;12.481052;12:29:02;16;200
41.899083;12.490049;12:29:02;35;211
41.895234;12.502745;12:29:02;14;270
41.902884;12.481073;12:29:03;0;169
41.903552;12.488190;12:29:03;0;24
41.904722;12.493813;12:29:03;0;303
41.915371;12.510118;12:29:03;11;47
41.899260;12.489835;12:29:03;0;88
41.917819;12.491449;12:29:04;0;138
41.907595;12.490478;12:29:04;2;320
41.896847;12.485357;12:29:05;0;109
41.906810;12.509466;12:29:05;0;126
41.892227;12.480298;12:29:05;23;21
41.910577;12.498126;12:29:05;0;215
41.906645;12.497107;12:29:05;5;28
41.891580;12.490144;12:29:05;19;367
41.917949;12.484500;12:29:05;0;42
41.908766;12.488855;12:29:05;18;43
41.916055;12.511712;12:29:05;0;97
41.889124;12.493821;12:29:06;0;294
41.917762;12.496761;12:29:06;0;75
41.892320;12.488890;12:29:07;40;253
41.903657;12.518186;12:29:07;25;339
41.910594;12.492897;12:29:07;15;76
41.898304;12.498223;12:29:08;1;186
41.901449;12.480450;12:29:08;11;226
41.907788;12.491458;12:29:08;0;81
41.909889;12.489641;12:29:09;16;119
41.905727;12.496265;12:29:09;6;152
41.907482;12.490748;12:29:09;0;237
41.904159;12.494494;12:29:09;0;242
41.909406;12.498382;12:29:09;19;48
41.901081;12.500347;12:29:12;0;106
41.897125;12.498297;12:29:12;0;113
41.903122;12.496162;12:29:12;0;115
41.903427;12.488125;12:29:12;1;124
41.917819;12.491449;12:29:12;0;138
41.904402;12.482972;12:29:12;10;163
41.910879;12.498377;12:29:12;0;194
41.902924;12.486130;12:29:12;21;198
41.899696;12.489201;12:29:12;0;211
41.903552;12.488190;12:29:12;0;24
41.902813;12.500131;12:29:12;9;241
41.895565;12.502564;12:29:12;15;270
41.902945;12.496267;12:29:12;1;31
41.899260;12.489835;12:29:17;0;88
41.896847;12.485357;12:29:18;42;109
41.906803;12.509494;12:29:18;0;126
41.902884;12.481073;12:29:18;0;169
41.898328;12.498190;12:29:18;16;186
41.898749;12.481313;12:29:18;61;200
41.910577;12.498126;12:29:18;0;215
41.906466;12.497097;12:29:18;53;28
41.889124;12.493821;12:29:18;0;294
41.911515;12.492715;12:29:18;15;301
41.904722;12.493813;12:29:18;0;303
41.90752;12.490483;12:29:18;2;320
41.917949;12.484500;12:29:18;10;42
41.909323;12.488549;12:29:18;21;43
41.915132;12.509648;12:29:18;78;47
41.910925;12.492516;12:29:18;31;76
41.916051;12.511711;12:29:18;0;97
41.909948;12.489088;12:29:19;9;119
41.905618;12.496124;12:29:19;0;152
41.901658;12.480745;12:29:19;7;226
41.891605;12.490184;12:29:19;33;253
41.902967;12.496246;12:29:19;2;31
41.903086;12.518845;12:29:19;24;339
41.891260;12.490955;12:29:19;53;367
41.917762;12.496761;12:29:19;1;75
41.901081;12.500347;12:29:20;0;106
41.903138;12.496168;12:29:20;1;115
41.904187;12.482981;12:29:20;15;163
41.910879;12.498377;12:29:20;0;194
41.902800;12.485567;12:29:20;16;198
41.907482;12.490748;12:29:20;0;237
41.904159;12.494494;12:29:20;0;242
41.907788;12.491458;12:29:20;0;81
41.891267;12.480279;12:29:21;92;21
41.903552;12.488190;12:29:21;0;24
41.911618;12.492647;12:29:21;0;301
41.897122;12.498286;12:29:22;0;113
41.903400;12.488116;12:29:22;1;124
41.917819;12.491449;12:29:22;0;138
41.898152;12.481537;12:29:22;50;200
41.895765;12.502116;12:29:22;16;270
41.910028;12.498334;12:29:22;0;48
41.899260;12.489835;12:29:22;0;88
41.896326;12.485485;12:29:23;26;109
41.902884;12.481073;12:29:23;0;169
41.914469;12.508677;12:29:23;15;47
41.899696;12.489201;12:29:24;0;211
41.904722;12.493813;12:29:24;0;303
41.907508;12.490433;12:29:24;1;320
41.906819;12.509495;12:29:25;0;126
41.890385;12.480675;12:29:25;13;21
41.910577;12.498126;12:29:25;0;215
41.902765;12.519078;12:29:25;28;339
41.917801;12.484658;12:29:25;0;42
41.909592;12.488896;12:29:25;17;43
41.903009;12.500463;12:29:26;20;241
41.905673;12.496133;12:29:26;1;28
41.889124;12.493821;12:29:26;0;294
41.891102;12.492190;12:29:26;27;367
41.917780;12.496785;12:29:26;29;75
41.916051;12.511711;12:29:26;0;97
41.898522;12.497776;12:29:27;14;186
41.891261;12.490951;12:29:27;24;253
41.889124;12.493821;12:29:27;0;294
41.910625;12.491650;12:29:27;41;76
41.907788;12.491458;12:29:28;0;81
41.901081;12.500347;12:29:29;3;106
41.909920;12.488757;12:29:29;0;119
41.901738;12.480990;12:29:29;6;226
41.904159;12.494494;12:29:29;1;242
41.910028;12.498334;12:29:29;4;48
41.905618;12.496124;12:29:30;0;152
41.903789;12.483019;12:29:30;14;163
41.910879;12.498377;12:29:30;0;194
41.902676;12.485032;12:29:30;29;198
41.907482;12.490748;12:29:30;0;237
41.903552;12.488190;12:29:30;0;24
41.903029;12.496283;12:29:30;1;31
41.903097;12.496159;12:29:31;1;115
41.902857;12.500748;12:29:31;40;241
41.911618;12.492647;12:29:31;8;301
41.897139;12.498279;12:29:32;1;113
41.903363;12.488096;12:29:32;2;124
41.917819;12.491449;12:29:32;0;138
41.902884;12.481073;12:29:32;0;169
41.896963;12.482105;12:29:32;10;200
41.896024;12.501703;12:29:32;22;270
41.904722;12.493813;12:29:32;5;303
41.899260;12.489835;12:29:32;0;88
41.896234;12.486365;12:29:33;20;109
41.914646;12.508198;12:29:33;37;47
41.907533;12.490413;12:29:34;0;320
41.902210;12.518662;12:29:34;33;339
41.917801;12.484658;12:29:34;0;42
41.916051;12.511711;12:29:34;0;97
41.906819;12.509495;12:29:35;0;126
41.890068;12.480797;12:29:35;16;21
41.910577;12.498126;12:29:35;3;215
41.905658;12.496082;12:29:35;23;28
41.890955;12.492989;12:29:35;23;367
41.909619;12.489469;12:29:35;13;43
41.889124;12.493821;12:29:36;0;294
41.918430;12.497277;12:29:36;18;75
41.910089;12.490468;12:29:37;17;76
41.898788;12.497360;12:29:38;20;186
41.901815;12.481148;12:29:38;10;226
41.891154;12.491850;12:29:38;7;253
41.903056;12.496278;12:29:38;1;31
41.907788;12.491458;12:29:38;0;81
41.901169;12.500373;12:29:39;0;106
41.909920;12.488757;12:29:39;0;119
41.905618;12.496124;12:29:39;14;152
41.907482;12.490748;12:29:39;0;237
41.904131;12.494489;12:29:39;0;242
41.910098;12.498444;12:29:39;0;48
41.903081;12.496194;12:29:40;0;115
41.903531;12.482699;12:29:40;28;163
41.910879;12.498377;12:29:40;0;194
41.903552;12.488190;12:29:40;0;24
41.902431;12.484003;12:29:41;29;198
41.901958;12.501357;12:29:41;22;241
41.911830;12.492612;12:29:41;25;301
41.897151;12.498236;12:29:42;1;113
41.903352;12.488170;12:29:42;1;124
41.917819;12.491449;12:29:42;0;138
41.896360;12.501109;12:29:42;21;270
41.904612;12.493924;12:29:42;0;303
41.902884;12.481073;12:29:43;0;169
41.896683;12.482182;12:29:43;23;200
41.901190;12.487549;12:29:43;86;211
41.899260;12.489835;12:29:43;0;88
41.896453;12.487059;12:29:44;0;109
41.907533;12.490413;12:29:44;0;320
41.901713;12.517778;12:29:44;27;339
41.916051;12.511711;12:29:44;4;97
41.906819;12.509495;12:29:45;0;126
41.910502;12.498138;12:29:45;38;215
41.905099;12.496362;12:29:45;35;28
41.890662;12.493652;12:29:45;34;367
41.909681;12.489922;12:29:45;17;43
41.901169;12.500373;12:29:49;3;106
41.909920;12.488757;12:29:49;0;119
41.905330;12.495838;12:29:49;10;152
41.899286;12.497025;12:29:49;49;186
41.901871;12.481515;12:29:49;15;226
41.907482;12.490748;12:29:49;0;237
41.904123;12.494480;12:29:49;0;242
41.891115;12.492124;12:29:49;0;253
41.889124;12.493821;12:29:49;0;294
41.903007;12.496308;12:29:49;1;31
41.917801;12.484658;12:29:49;0;42
41.915757;12.506810;12:29:49;0;47
41.915757;12.506810;12:29:49;0;47
41.910098;12.498444;12:29:49;0;48
41.918874;12.497820;12:29:49;25;75
41.907788;12.491458;12:29:49;0;81
41.903289;12.481791;12:29:50;18;163
41.910879;12.498377;12:29:50;0;194
41.902285;12.483148;12:29:50;13;198
41.889471;12.481072;12:29:50;28;21
41.912409;12.492597;12:29:50;0;301
41.903078;12.496193;12:29:51;0;115
41.903552;12.488190;12:29:51;0;24
41.901412;12.501253;12:29:51;11;241
41.915757;12.506810;12:29:51;14;47
41.909922;12.489661;12:29:51;5;76
41.903350;12.488211;12:29:52;0;124
41.917819;12.491449;12:29:52;0;138
41.896156;12.482202;12:29:52;25;200
41.902685;12.485897;12:29:52;1;211
41.896664;12.500530;12:29:52;13;270
41.899260;12.489835;12:29:52;0;88
41.897106;12.498274;12:29:53;0;113
41.902884;12.481073;12:29:53;0;169
41.904612;12.493924;12:29:53;0;303
41.896453;12.487059;12:29:54;20;109
41.907533;12.490413;12:29:54;0;320
41.916069;12.511564;12:29:54;13;97
41.906819;12.509495;12:29:55;0;126
41.889134;12.481221;12:29:55;0;21
41.909572;12.498440;12:29:55;41;215
41.901415;12.516844;12:29:55;37;339
41.889830;12.493887;12:29:55;8;367
41.917801;12.484658;12:29:55;0;42
41.919190;12.498119;12:29:55;0;75
41.891115;12.492124;12:29:56;0;253
41.904580;12.497491;12:29:56;38;28
41.889124;12.493821;12:29:56;0;294
41.900188;12.496469;12:29:57;12;186
41.909931;12.489550;12:29:57;0;76
41.901993;12.481946;12:29:58;7;226
41.903018;12.496270;12:29:58;0;31
41.909929;12.490624;12:29:58;38;43
41.901152;12.500486;12:29:59;0;106
41.909920;12.488757;12:29:59;0;119
41.905122;12.495644;12:29:59;0;152
41.904125;12.494488;12:29:59;0;242
41.910098;12.498444;12:29:59;0;48
41.907788;12.491458;12:29:59;0;81
41.903078;12.496172;12:30:00;0;115
41.903097;12.481244;12:30:00;5;163
41.902124;12.482765;12:30:00;75;198
41.907490;12.490716;12:30:00;1;237
41.912409;12.492597;12:30:00;4;301
41.910879;12.498377;12:30:01;0;194
41.901180;12.501006;12:30:01;2;241
41.895530;12.482232;12:30:02;8;200
41.896845;12.500157;12:30:02;5;270
41.915610;12.506313;12:30:02;25;47
41.899260;12.489835;12:30:02;0;88
41.896917;12.487048;12:30:03;32;109
41.897097;12.498268;12:30:03;3;113
41.902884;12.481073;12:30:03;0;169
41.904612;12.493924;12:30:03;0;303
41.917819;12.491449;12:30:04;0;138
41.908653;12.498592;12:30:04;33;215
41.916068;12.511096;12:30:04;42;97
41.903343;12.488220;12:30:05;2;124
41.906819;12.509495;12:30:05;0;126
41.901843;12.481566;12:30:05;15;198
41.889123;12.481225;12:30:05;0;21
41.902712;12.485824;12:30:05;47;211
41.905187;12.498323;12:30:05;12;28
41.907533;12.490413;12:30:05;0;320
41.901040;12.515698;12:30:05;33;339
41.889640;12.493786;12:30:05;0;367
41.917801;12.484658;12:30:05;0;42
41.919190;12.498119;12:30:05;0;75
41.903552;12.488190;12:30:06;0;24
41.891115;12.492124;12:30:06;2;253
41.889124;12.493821;12:30:06;0;294
41.910392;12.491441;12:30:06;25;43
41.900482;12.496308;12:30:07;20;186
41.902046;12.482193;12:30:08;11;226
41.903012;12.496266;12:30:08;1;31
41.901152;12.500486;12:30:09;5;106
41.905122;12.495644;12:30:09;0;152
41.907472;12.490662;12:30:09;0;237
41.910098;12.498444;12:30:09;6;48
41.909931;12.489550;12:30:09;0;76
41.907788;12.491458;12:30:09;0;81
41.903081;12.496149;12:30:10;1;115
41.909920;12.488757;12:30:10;13;119
41.902993;12.481130;12:30:10;0;163
41.901967;12.481366;12:30:10;11;198
41.903552;12.488190;12:30:10;0;24
41.904125;12.494488;12:30:10;0;242
41.910879;12.498377;12:30:11;0;194
41.901121;12.500959;12:30:11;0;241
41.912517;12.492685;12:30:11;28;301
41.895354;12.482051;12:30:12;0;200
41.903331;12.485067;12:30:12;19;211
41.896910;12.499986;12:30:12;13;270
41.915316;12.505561;12:30:12;9;47
41.899260;12.489835;12:30:12;0;88
41.897715;12.486956;12:30:13;27;109
41.897132;12.498360;12:30:13;2;113
41.917819;12.491449;12:30:13;0;138
41.902884;12.481073;12:30:13;0;169
41.904612;12.493924;12:30:13;0;303
41.903341;12.488303;12:30:14;0;124
41.907533;12.490413;12:30:14;0;320
41.917801;12.484658;12:30:14;0;42
41.915332;12.510047;12:30:14;1;97
41.906819;12.509495;12:30:15;0;126
41.889123;12.481225;12:30:15;0;21
41.907733;12.498731;12:30:15;7;215
41.900689;12.514692;12:30:15;27;339
41.889640;12.493786;12:30:15;0;367
41.919190;12.498119;12:30:15;0;75
41.891100;12.492198;12:30:16;25;253
41.900854;12.495842;12:30:17;22;186
41.889124;12.493821;12:30:17;0;294
41.909931;12.489550;12:30:17;0;76
41.902114;12.482576;12:30:18;17;226
41.905224;12.498879;12:30:18;22;28
41.902981;12.496275;12:30:18;2;31
41.909892;12.488342;12:30:19;42;119
41.905122;12.495644;12:30:19;19;152
41.910765;12.492430;12:30:19;0;43
41.910267;12.498438;12:30:19;0;48
41.907788;12.491458;12:30:19;0;81
41.903091;12.496117;12:30:20;0;115
41.902993;12.481130;12:30:20;0;163
41.910879;12.498377;12:30:20;0;194
41.902203;12.481121;12:30:20;6;198
41.904120;12.494488;12:30:20;0;242
41.907469;12.490660;12:30:21;0;237
41.913123;12.493156;12:30:21;9;301
41.903342;12.488302;12:30:22;1;124
41.917819;12.491449;12:30:22;0;138
41.895354;12.482051;12:30:22;0;200
41.903737;12.484685;12:30:22;23;211
41.901121;12.500959;12:30:22;0;241
41.897117;12.499637;12:30:22;20;270
41.899260;12.489835;12:30:22;0;88
41.900952;12.500409;12:30:24;20;106
41.898468;12.486910;12:30:24;2;109
41.897196;12.498412;12:30:24;1;113
41.902884;12.481073;12:30:24;0;169
41.904612;12.493924;12:30:24;0;303
41.907533;12.490413;12:30:24;0;320
41.915387;12.505179;12:30:24;5;47
41.915308;12.509997;12:30:24;0;97
41.906819;12.509495;12:30:25;0;126
41.889123;12.481225;12:30:25;0;21
41.900341;12.513905;12:30:25;5;339
41.889640;12.493786;12:30:25;2;367
41.917801;12.484658;12:30:25;1;42
41.910765;12.492430;12:30:25;122;43
41.891000;12.493036;12:30:26;26;253
41.903552;12.488190;12:30:27;0;24
41.904837;12.499304;12:30:27;16;28
41.889124;12.493821;12:30:27;0;294
41.901442;12.495547;12:30:28;5;186
41.902275;12.483124;12:30:28;0;226
41.919190;12.498119;12:30:28;13;75
41.900697;12.500467;12:30:29;4;106
41.904830;12.495141;12:30:29;10;152
41.907469;12.490660;12:30:29;0;237
41.904116;12.494501;12:30:29;0;242
41.902915;12.496301;12:30:29;1;31
41.907788;12.491458;12:30:29;0;81
41.903093;12.496134;12:30:30;0;115
41.910612;12.487105;12:30:30;62;119
41.902993;12.481130;12:30:30;0;163
41.910879;12.498377;12:30:30;0;194
41.903552;12.488190;12:30:30;0;24
41.910267;12.498438;12:30:30;9;48
41.902154;12.480908;12:30:31;10;198
41.901121;12.500959;12:30:31;0;241
41.913327;12.493303;12:30:31;0;301
41.895354;12.482051;12:30:32;2;200
41.904159;12.484154;12:30:32;31;211
41.897550;12.499285;12:30:32;34;270
41.898467;12.486995;12:30:33;20;109
41.897195;12.498448;12:30:33;1;113
41.917819;12.491449;12:30:33;0;138
41.909931;12.489550;12:30:33;3;76
41.899260;12.489835;12:30:33;0;88
41.903343;12.488239;12:30:34;0;124
41.902884;12.481073;12:30:34;0;169
41.904612;12.493924;12:30:34;0;303
41.907533;12.490413;12:30:34;0;320
41.915308;12.509997;12:30:34;0;97
41.906819;12.509495;12:30:35;0;126
41.889123;12.481225;12:30:35;11;21
41.900213;12.513915;12:30:35;28;339
41.917788;12.484618;12:30:35;22;42
41.910921;12.496517;12:30:35;31;43
41.919415;12.498181;12:30:35;17;75
41.890645;12.493784;12:30:36;20;253
41.904569;12.499647;12:30:36;35;28
41.889593;12.493734;12:30:36;31;367
41.901570;12.495502;12:30:37;0;186
41.889124;12.493821;12:30:37;0;294
41.909923;12.489502;12:30:37;0;76
41.902270;12.483121;12:30:38;14;226
41.911724;12.485953;12:30:39;41;119
41.904832;12.494787;12:30:39;0;152
41.907469;12.490660;12:30:39;0;237
41.889089;12.480222;12:30:39;20;244
41.902888;12.496316;12:30:39;0;31
41.907788;12.491458;12:30:39;0;81
41.900577;12.500387;12:30:40;5;106
41.903084;12.496156;12:30:40;0;115
41.902993;12.481130;12:30:40;3;163
41.904116;12.494501;12:30:40;1;242
41.910879;12.498377;12:30:41;0;194
41.901996;12.480634;12:30:41;2;198
41.901121;12.500959;12:30:41;0;241
41.913327;12.493303;12:30:41;17;301
41.895307;12.481994;12:30:42;20;200
41.904826;12.483596;12:30:42;13;211
41.898189;12.498497;12:30:42;24;270
41.899260;12.489835;12:30:42;14;88
41.897958;12.487121;12:30:43;13;109
41.917819;12.491449;12:30:43;0;138
41.903552;12.488190;12:30:43;0;24
41.904612;12.493924;12:30:43;11;303
41.910533;12.498199;12:30:43;21;48
41.897208;12.498381;12:30:44;4;113
41.902884;12.481073;12:30:44;0;169
41.907533;12.490413;12:30:44;0;320
41.903334;12.488238;12:30:45;0;124
41.906819;12.509495;12:30:45;4;126
41.888844;12.481324;12:30:45;19;21
41.899561;12.514312;12:30:45;30;339
41.889193;12.492953;12:30:45;51;367
41.910894;12.497568;12:30:45;0;43
41.915104;12.505029;12:30:45;0;47
41.915104;12.505029;12:30:45;0;47
41.903912;12.500435;12:30:46;48;28
41.889124;12.493821;12:30:46;0;294
41.919718;12.498667;12:30:46;31;75
41.915308;12.509997;12:30:46;1;97
41.901570;12.495502;12:30:47;12;186
41.890096;12.493977;12:30:47;24;253
41.917314;12.483981;12:30:47;64;42
41.909923;12.489502;12:30:47;25;76
41.902375;12.483569;12:30:48;47;226
41.907788;12.491458;12:30:48;3;81
41.900558;12.500219;12:30:49;0;106
41.912416;12.484939;12:30:49;49;119
41.904832;12.494787;12:30:49;0;152
41.904157;12.494521;12:30:49;3;242
41.889596;12.480155;12:30:49;40;244
41.902909;12.496309;12:30:49;2;31
41.910827;12.498047;12:30:49;0;48
41.903073;12.496157;12:30:50;0;115
41.902903;12.481109;12:30:50;0;163
41.910883;12.498402;12:30:50;7;194
41.901933;12.480602;12:30:50;3;198
41.903552;12.488190;12:30:50;0;24
41.907469;12.490660;12:30:51;0;237
41.913697;12.493618;12:30:51;47;301
